Analysis_name	nb_genomes	genomes	id %	evalue	cover %	cliques_number	commentary
/Users/Chanco/Desktop/AgroParisTech/3A/AMI2B/Genomique_comparee/full_pipeline/Analyses/nb_genomes_21_id%_70_ev_0.01_cover%_80/	21	['Shigella_dysenteriae_sd197', 'Escherichia_coli_iai1', 'Shigella_flexneri_5_str_8401', 'Escherichia_coli_55989', 'Shigella_boydii_sb227', 'Escherichia_coli_apec_o1', 'Escherichia_coli_uti89', 'Escherichia_coli_umn026', 'Escherichia_coli_iai39', 'Escherichia_coli_536', 'Shigella_flexneri_2a_str_301', 'Escherichia_coli_cft073', 'Escherichia_coli_ed1a', 'Escherichia_coli_o157_h7_str_sakai', 'Shigella_sonnei_ss046', 'Escherichia_fergusonii_atcc_35469', 'Escherichia_coli_str_k_12_substr_w3110', 'Escherichia_coli_o157_h7_str_edl933', 'Shigella_flexneri_2a_str_2457t', 'Escherichia_coli_s88', 'Escherichia_coli_str_k_12_substr_mg1655']	70	0.01	80	1895	
/Users/Chanco/Desktop/AgroParisTech/3A/AMI2B/Genomique_comparee/full_pipeline/Analyses/nb_genomes_21_id%_70_ev_0.01_cover%_90/	21	['Shigella_flexneri_2a_str_2457t', 'Shigella_flexneri_2a_str_301', 'Escherichia_coli_uti89', 'Escherichia_coli_cft073', 'Escherichia_coli_str_k_12_substr_w3110', 'Escherichia_coli_55989', 'Escherichia_coli_apec_o1', 'Escherichia_coli_umn026', 'Shigella_boydii_sb227', 'Escherichia_coli_iai1', 'Escherichia_coli_str_k_12_substr_mg1655', 'Shigella_dysenteriae_sd197', 'Escherichia_coli_ed1a', 'Shigella_flexneri_5_str_8401', 'Escherichia_coli_iai39', 'Escherichia_coli_536', 'Escherichia_fergusonii_atcc_35469', 'Shigella_sonnei_ss046', 'Escherichia_coli_o157_h7_str_sakai', 'Escherichia_coli_s88', 'Escherichia_coli_o157_h7_str_edl933']	70	0.01	90	1647	
/Users/Chanco/Desktop/AgroParisTech/3A/AMI2B/Genomique_comparee/full_pipeline/Analyses/nb_genomes_21_id%_70_ev_0.005_cover%_50/	21	['Escherichia_coli_cft073', 'Shigella_flexneri_2a_str_2457t', 'Escherichia_fergusonii_atcc_35469', 'Escherichia_coli_o157_h7_str_edl933', 'Escherichia_coli_str_k_12_substr_w3110', 'Shigella_dysenteriae_sd197', 'Escherichia_coli_s88', 'Escherichia_coli_536', 'Escherichia_coli_o157_h7_str_sakai', 'Escherichia_coli_umn026', 'Escherichia_coli_ed1a', 'Escherichia_coli_55989', 'Escherichia_coli_iai1', 'Escherichia_coli_iai39', 'Shigella_flexneri_2a_str_301', 'Shigella_flexneri_5_str_8401', 'Shigella_boydii_sb227', 'Escherichia_coli_apec_o1', 'Shigella_sonnei_ss046', 'Escherichia_coli_str_k_12_substr_mg1655', 'Escherichia_coli_uti89']	70	0.005	50	2333	
/Users/Chanco/Desktop/AgroParisTech/3A/AMI2B/Genomique_comparee/full_pipeline/Analyses/nb_genomes_21_id%_70_ev_0.005_cover%_60/	21	['Escherichia_coli_str_k_12_substr_mg1655', 'Shigella_sonnei_ss046', 'Escherichia_coli_iai39', 'Escherichia_coli_iai1', 'Escherichia_coli_536', 'Escherichia_coli_o157_h7_str_sakai', 'Escherichia_coli_o157_h7_str_edl933', 'Shigella_flexneri_5_str_8401', 'Escherichia_coli_uti89', 'Escherichia_coli_str_k_12_substr_w3110', 'Shigella_flexneri_2a_str_301', 'Escherichia_fergusonii_atcc_35469', 'Escherichia_coli_55989', 'Escherichia_coli_apec_o1', 'Escherichia_coli_umn026', 'Shigella_boydii_sb227', 'Shigella_dysenteriae_sd197', 'Shigella_flexneri_2a_str_2457t', 'Escherichia_coli_ed1a', 'Escherichia_coli_cft073', 'Escherichia_coli_s88']	70	0.005	60	2200	
/Users/Chanco/Desktop/AgroParisTech/3A/AMI2B/Genomique_comparee/full_pipeline/Analyses/nb_genomes_21_id%_70_ev_0.005_cover%_70/	21	['Escherichia_coli_umn026', 'Escherichia_coli_str_k_12_substr_w3110', 'Escherichia_coli_o157_h7_str_sakai', 'Escherichia_fergusonii_atcc_35469', 'Escherichia_coli_apec_o1', 'Shigella_sonnei_ss046', 'Shigella_flexneri_5_str_8401', 'Shigella_flexneri_2a_str_301', 'Escherichia_coli_str_k_12_substr_mg1655', 'Escherichia_coli_o157_h7_str_edl933', 'Shigella_boydii_sb227', 'Shigella_dysenteriae_sd197', 'Escherichia_coli_iai1', 'Escherichia_coli_536', 'Escherichia_coli_ed1a', 'Escherichia_coli_55989', 'Escherichia_coli_cft073', 'Escherichia_coli_iai39', 'Escherichia_coli_uti89', 'Shigella_flexneri_2a_str_2457t', 'Escherichia_coli_s88']	70	0.005	70	2045	
/Users/Chanco/Desktop/AgroParisTech/3A/AMI2B/Genomique_comparee/full_pipeline/Analyses/nb_genomes_21_id%_70_ev_0.005_cover%_80/	21	['Escherichia_coli_o157_h7_str_sakai', 'Escherichia_coli_536', 'Escherichia_coli_apec_o1', 'Shigella_sonnei_ss046', 'Escherichia_coli_str_k_12_substr_w3110', 'Escherichia_coli_uti89', 'Escherichia_fergusonii_atcc_35469', 'Escherichia_coli_iai39', 'Escherichia_coli_s88', 'Shigella_flexneri_2a_str_2457t', 'Escherichia_coli_ed1a', 'Escherichia_coli_o157_h7_str_edl933', 'Shigella_flexneri_2a_str_301', 'Escherichia_coli_str_k_12_substr_mg1655', 'Escherichia_coli_umn026', 'Shigella_boydii_sb227', 'Shigella_flexneri_5_str_8401', 'Escherichia_coli_cft073', 'Escherichia_coli_55989', 'Escherichia_coli_iai1', 'Shigella_dysenteriae_sd197']	70	0.005	80	1900	
/Users/Chanco/Desktop/AgroParisTech/3A/AMI2B/Genomique_comparee/full_pipeline/Analyses/nb_genomes_21_id%_70_ev_0.005_cover%_90/	21	['Escherichia_coli_str_k_12_substr_w3110', 'Shigella_sonnei_ss046', 'Escherichia_coli_ed1a', 'Escherichia_coli_str_k_12_substr_mg1655', 'Escherichia_coli_iai39', 'Escherichia_coli_cft073', 'Shigella_flexneri_2a_str_301', 'Escherichia_coli_apec_o1', 'Shigella_flexneri_5_str_8401', 'Escherichia_coli_o157_h7_str_sakai', 'Escherichia_fergusonii_atcc_35469', 'Escherichia_coli_536', 'Escherichia_coli_umn026', 'Escherichia_coli_o157_h7_str_edl933', 'Escherichia_coli_uti89', 'Shigella_boydii_sb227', 'Shigella_dysenteriae_sd197', 'Escherichia_coli_s88', 'Escherichia_coli_55989', 'Shigella_flexneri_2a_str_2457t', 'Escherichia_coli_iai1']	70	0.005	90	1648	
/Users/Chanco/Desktop/AgroParisTech/3A/AMI2B/Genomique_comparee/full_pipeline/Analyses/nb_genomes_21_id%_70_ev_0.001_cover%_50/	21	['Shigella_flexneri_2a_str_301', 'Escherichia_coli_str_k_12_substr_w3110', 'Escherichia_coli_uti89', 'Shigella_flexneri_2a_str_2457t', 'Shigella_flexneri_5_str_8401', 'Shigella_boydii_sb227', 'Escherichia_coli_str_k_12_substr_mg1655', 'Escherichia_coli_ed1a', 'Escherichia_coli_iai39', 'Shigella_sonnei_ss046', 'Escherichia_coli_o157_h7_str_edl933', 'Escherichia_coli_cft073', 'Escherichia_coli_o157_h7_str_sakai', 'Escherichia_fergusonii_atcc_35469', 'Escherichia_coli_s88', 'Escherichia_coli_iai1', 'Escherichia_coli_apec_o1', 'Escherichia_coli_55989', 'Escherichia_coli_umn026', 'Escherichia_coli_536', 'Shigella_dysenteriae_sd197']	70	0.001	50	2325	
/Users/Chanco/Desktop/AgroParisTech/3A/AMI2B/Genomique_comparee/full_pipeline/Analyses/nb_genomes_21_id%_70_ev_0.001_cover%_60/	21	['Escherichia_coli_536', 'Shigella_sonnei_ss046', 'Shigella_boydii_sb227', 'Escherichia_coli_ed1a', 'Escherichia_coli_o157_h7_str_sakai', 'Escherichia_fergusonii_atcc_35469', 'Escherichia_coli_apec_o1', 'Escherichia_coli_o157_h7_str_edl933', 'Escherichia_coli_str_k_12_substr_mg1655', 'Escherichia_coli_uti89', 'Shigella_flexneri_5_str_8401', 'Shigella_flexneri_2a_str_301', 'Shigella_flexneri_2a_str_2457t', 'Escherichia_coli_iai1', 'Shigella_dysenteriae_sd197', 'Escherichia_coli_str_k_12_substr_w3110', 'Escherichia_coli_55989', 'Escherichia_coli_s88', 'Escherichia_coli_cft073', 'Escherichia_coli_umn026', 'Escherichia_coli_iai39']	70	0.001	60	2198	
/Users/Chanco/Desktop/AgroParisTech/3A/AMI2B/Genomique_comparee/full_pipeline/Analyses/nb_genomes_21_id%_70_ev_0.001_cover%_70/	21	['Shigella_flexneri_2a_str_2457t', 'Escherichia_coli_536', 'Escherichia_coli_o157_h7_str_sakai', 'Shigella_flexneri_2a_str_301', 'Escherichia_coli_s88', 'Escherichia_coli_iai1', 'Escherichia_coli_55989', 'Escherichia_fergusonii_atcc_35469', 'Escherichia_coli_o157_h7_str_edl933', 'Escherichia_coli_iai39', 'Shigella_sonnei_ss046', 'Escherichia_coli_str_k_12_substr_w3110', 'Escherichia_coli_uti89', 'Shigella_boydii_sb227', 'Escherichia_coli_apec_o1', 'Shigella_dysenteriae_sd197', 'Shigella_flexneri_5_str_8401', 'Escherichia_coli_cft073', 'Escherichia_coli_str_k_12_substr_mg1655', 'Escherichia_coli_umn026', 'Escherichia_coli_ed1a']	70	0.001	70	2046	
/Users/Chanco/Desktop/AgroParisTech/3A/AMI2B/Genomique_comparee/full_pipeline/Analyses/nb_genomes_21_id%_70_ev_0.001_cover%_80/	21	['Escherichia_coli_o157_h7_str_edl933', 'Escherichia_coli_55989', 'Escherichia_coli_s88', 'Escherichia_coli_apec_o1', 'Escherichia_coli_str_k_12_substr_w3110', 'Escherichia_coli_str_k_12_substr_mg1655', 'Shigella_dysenteriae_sd197', 'Shigella_flexneri_2a_str_2457t', 'Shigella_flexneri_2a_str_301', 'Escherichia_fergusonii_atcc_35469', 'Escherichia_coli_536', 'Escherichia_coli_iai1', 'Escherichia_coli_uti89', 'Escherichia_coli_cft073', 'Escherichia_coli_umn026', 'Escherichia_coli_iai39', 'Shigella_sonnei_ss046', 'Escherichia_coli_ed1a', 'Escherichia_coli_o157_h7_str_sakai', 'Shigella_flexneri_5_str_8401', 'Shigella_boydii_sb227']	70	0.001	80	1897	
/Users/Chanco/Desktop/AgroParisTech/3A/AMI2B/Genomique_comparee/full_pipeline/Analyses/nb_genomes_21_id%_70_ev_0.001_cover%_90/	21	['Shigella_sonnei_ss046', 'Escherichia_coli_iai39', 'Escherichia_coli_str_k_12_substr_w3110', 'Shigella_dysenteriae_sd197', 'Shigella_flexneri_5_str_8401', 'Escherichia_coli_cft073', 'Escherichia_coli_apec_o1', 'Escherichia_coli_o157_h7_str_sakai', 'Escherichia_coli_uti89', 'Escherichia_coli_55989', 'Escherichia_coli_o157_h7_str_edl933', 'Escherichia_coli_ed1a', 'Escherichia_coli_umn026', 'Shigella_flexneri_2a_str_301', 'Escherichia_coli_536', 'Escherichia_fergusonii_atcc_35469', 'Escherichia_coli_str_k_12_substr_mg1655', 'Escherichia_coli_s88', 'Shigella_flexneri_2a_str_2457t', 'Escherichia_coli_iai1', 'Shigella_boydii_sb227']	70	0.001	90	1644	
/Users/Chanco/Desktop/AgroParisTech/3A/AMI2B/Genomique_comparee/full_pipeline/Analyses/nb_genomes_21_id%_75_ev_0.1_cover%_50/	21	['Escherichia_coli_o157_h7_str_sakai', 'Shigella_flexneri_5_str_8401', 'Shigella_boydii_sb227', 'Escherichia_fergusonii_atcc_35469', 'Shigella_flexneri_2a_str_301', 'Shigella_dysenteriae_sd197', 'Escherichia_coli_o157_h7_str_edl933', 'Escherichia_coli_str_k_12_substr_mg1655', 'Escherichia_coli_str_k_12_substr_w3110', 'Shigella_sonnei_ss046', 'Escherichia_coli_iai39', 'Escherichia_coli_uti89', 'Escherichia_coli_apec_o1', 'Escherichia_coli_536', 'Shigella_flexneri_2a_str_2457t', 'Escherichia_coli_iai1', 'Escherichia_coli_s88', 'Escherichia_coli_ed1a', 'Escherichia_coli_umn026', 'Escherichia_coli_cft073', 'Escherichia_coli_55989']	75	0.1	50	2303	
/Users/Chanco/Desktop/AgroParisTech/3A/AMI2B/Genomique_comparee/full_pipeline/Analyses/nb_genomes_21_id%_75_ev_0.1_cover%_60/	21	['Shigella_flexneri_2a_str_2457t', 'Escherichia_coli_o157_h7_str_edl933', 'Escherichia_coli_cft073', 'Shigella_boydii_sb227', 'Shigella_dysenteriae_sd197', 'Escherichia_fergusonii_atcc_35469', 'Escherichia_coli_str_k_12_substr_mg1655', 'Shigella_sonnei_ss046', 'Shigella_flexneri_2a_str_301', 'Escherichia_coli_str_k_12_substr_w3110', 'Escherichia_coli_uti89', 'Escherichia_coli_umn026', 'Escherichia_coli_iai1', 'Shigella_flexneri_5_str_8401', 'Escherichia_coli_iai39', 'Escherichia_coli_s88', 'Escherichia_coli_o157_h7_str_sakai', 'Escherichia_coli_536', 'Escherichia_coli_55989', 'Escherichia_coli_ed1a', 'Escherichia_coli_apec_o1']	75	0.1	60	2177	
/Users/Chanco/Desktop/AgroParisTech/3A/AMI2B/Genomique_comparee/full_pipeline/Analyses/nb_genomes_21_id%_75_ev_0.1_cover%_70/	21	['Escherichia_coli_str_k_12_substr_mg1655', 'Escherichia_coli_55989', 'Escherichia_coli_umn026', 'Escherichia_fergusonii_atcc_35469', 'Shigella_dysenteriae_sd197', 'Escherichia_coli_str_k_12_substr_w3110', 'Escherichia_coli_uti89', 'Escherichia_coli_s88', 'Escherichia_coli_apec_o1', 'Escherichia_coli_o157_h7_str_sakai', 'Shigella_flexneri_2a_str_301', 'Shigella_flexneri_2a_str_2457t', 'Escherichia_coli_iai1', 'Shigella_flexneri_5_str_8401', 'Shigella_boydii_sb227', 'Escherichia_coli_cft073', 'Escherichia_coli_536', 'Escherichia_coli_o157_h7_str_edl933', 'Shigella_sonnei_ss046', 'Escherichia_coli_iai39', 'Escherichia_coli_ed1a']	75	0.1	70	2027	
/Users/Chanco/Desktop/AgroParisTech/3A/AMI2B/Genomique_comparee/full_pipeline/Analyses/nb_genomes_21_id%_75_ev_0.1_cover%_80/	21	['Escherichia_coli_iai1', 'Escherichia_coli_str_k_12_substr_w3110', 'Escherichia_coli_s88', 'Shigella_flexneri_5_str_8401', 'Escherichia_coli_uti89', 'Escherichia_coli_str_k_12_substr_mg1655', 'Escherichia_coli_umn026', 'Escherichia_coli_apec_o1', 'Escherichia_coli_536', 'Shigella_dysenteriae_sd197', 'Escherichia_coli_o157_h7_str_sakai', 'Escherichia_fergusonii_atcc_35469', 'Shigella_flexneri_2a_str_301', 'Escherichia_coli_cft073', 'Escherichia_coli_ed1a', 'Escherichia_coli_55989', 'Escherichia_coli_iai39', 'Shigella_flexneri_2a_str_2457t', 'Escherichia_coli_o157_h7_str_edl933', 'Shigella_boydii_sb227', 'Shigella_sonnei_ss046']	75	0.1	80	1884	
/Users/Chanco/Desktop/AgroParisTech/3A/AMI2B/Genomique_comparee/full_pipeline/Analyses/nb_genomes_21_id%_75_ev_0.1_cover%_90/	21	['Escherichia_coli_iai39', 'Escherichia_fergusonii_atcc_35469', 'Shigella_sonnei_ss046', 'Shigella_boydii_sb227', 'Escherichia_coli_o157_h7_str_edl933', 'Shigella_flexneri_5_str_8401', 'Escherichia_coli_o157_h7_str_sakai', 'Escherichia_coli_cft073', 'Escherichia_coli_apec_o1', 'Escherichia_coli_uti89', 'Escherichia_coli_umn026', 'Escherichia_coli_ed1a', 'Escherichia_coli_str_k_12_substr_mg1655', 'Escherichia_coli_iai1', 'Shigella_flexneri_2a_str_301', 'Shigella_flexneri_2a_str_2457t', 'Escherichia_coli_536', 'Escherichia_coli_55989', 'Escherichia_coli_s88', 'Shigella_dysenteriae_sd197', 'Escherichia_coli_str_k_12_substr_w3110']	75	0.1	90	1637	
/Users/Chanco/Desktop/AgroParisTech/3A/AMI2B/Genomique_comparee/full_pipeline/Analyses/nb_genomes_21_id%_75_ev_0.05_cover%_50/	21	['Shigella_flexneri_2a_str_301', 'Shigella_flexneri_5_str_8401', 'Escherichia_coli_o157_h7_str_sakai', 'Escherichia_coli_iai1', 'Escherichia_coli_umn026', 'Escherichia_coli_uti89', 'Escherichia_coli_ed1a', 'Escherichia_coli_o157_h7_str_edl933', 'Escherichia_coli_apec_o1', 'Shigella_boydii_sb227', 'Escherichia_coli_55989', 'Escherichia_coli_536', 'Escherichia_coli_iai39', 'Escherichia_fergusonii_atcc_35469', 'Escherichia_coli_str_k_12_substr_w3110', 'Escherichia_coli_cft073', 'Escherichia_coli_str_k_12_substr_mg1655', 'Shigella_sonnei_ss046', 'Escherichia_coli_s88', 'Shigella_flexneri_2a_str_2457t', 'Shigella_dysenteriae_sd197']	75	0.05	50	2298	
/Users/Chanco/Desktop/AgroParisTech/3A/AMI2B/Genomique_comparee/full_pipeline/Analyses/nb_genomes_21_id%_75_ev_0.05_cover%_60/	21	['Escherichia_coli_iai39', 'Escherichia_coli_uti89', 'Escherichia_coli_str_k_12_substr_mg1655', 'Escherichia_coli_55989', 'Escherichia_coli_s88', 'Shigella_dysenteriae_sd197', 'Shigella_boydii_sb227', 'Escherichia_coli_str_k_12_substr_w3110', 'Escherichia_coli_iai1', 'Shigella_sonnei_ss046', 'Escherichia_coli_apec_o1', 'Escherichia_coli_o157_h7_str_edl933', 'Escherichia_coli_536', 'Escherichia_coli_cft073', 'Escherichia_fergusonii_atcc_35469', 'Shigella_flexneri_5_str_8401', 'Escherichia_coli_ed1a', 'Escherichia_coli_umn026', 'Shigella_flexneri_2a_str_2457t', 'Shigella_flexneri_2a_str_301', 'Escherichia_coli_o157_h7_str_sakai']	75	0.05	60	2179	
/Users/Chanco/Desktop/AgroParisTech/3A/AMI2B/Genomique_comparee/full_pipeline/Analyses/nb_genomes_21_id%_75_ev_0.05_cover%_70/	21	['Shigella_flexneri_2a_str_2457t', 'Escherichia_coli_cft073', 'Shigella_dysenteriae_sd197', 'Escherichia_coli_o157_h7_str_edl933', 'Shigella_flexneri_2a_str_301', 'Escherichia_coli_iai39', 'Escherichia_coli_536', 'Shigella_flexneri_5_str_8401', 'Escherichia_coli_uti89', 'Escherichia_coli_str_k_12_substr_mg1655', 'Escherichia_coli_str_k_12_substr_w3110', 'Escherichia_coli_o157_h7_str_sakai', 'Escherichia_fergusonii_atcc_35469', 'Shigella_boydii_sb227', 'Shigella_sonnei_ss046', 'Escherichia_coli_apec_o1', 'Escherichia_coli_55989', 'Escherichia_coli_umn026', 'Escherichia_coli_iai1', 'Escherichia_coli_ed1a', 'Escherichia_coli_s88']	75	0.05	70	2027	
/Users/Chanco/Desktop/AgroParisTech/3A/AMI2B/Genomique_comparee/full_pipeline/Analyses/nb_genomes_21_id%_75_ev_0.05_cover%_80/	21	['Escherichia_coli_cft073', 'Escherichia_coli_o157_h7_str_sakai', 'Escherichia_coli_str_k_12_substr_w3110', 'Shigella_flexneri_2a_str_301', 'Escherichia_coli_536', 'Escherichia_coli_s88', 'Escherichia_coli_str_k_12_substr_mg1655', 'Escherichia_coli_apec_o1', 'Shigella_dysenteriae_sd197', 'Escherichia_coli_umn026', 'Shigella_sonnei_ss046', 'Shigella_flexneri_2a_str_2457t', 'Escherichia_coli_55989', 'Shigella_flexneri_5_str_8401', 'Escherichia_coli_iai39', 'Escherichia_coli_iai1', 'Escherichia_coli_uti89', 'Escherichia_coli_ed1a', 'Escherichia_coli_o157_h7_str_edl933', 'Shigella_boydii_sb227', 'Escherichia_fergusonii_atcc_35469']	75	0.05	80	1885	
/Users/Chanco/Desktop/AgroParisTech/3A/AMI2B/Genomique_comparee/full_pipeline/Analyses/nb_genomes_21_id%_75_ev_0.05_cover%_90/	21	['Escherichia_fergusonii_atcc_35469', 'Escherichia_coli_ed1a', 'Shigella_flexneri_5_str_8401', 'Shigella_flexneri_2a_str_301', 'Shigella_dysenteriae_sd197', 'Escherichia_coli_iai1', 'Escherichia_coli_str_k_12_substr_mg1655', 'Shigella_flexneri_2a_str_2457t', 'Escherichia_coli_str_k_12_substr_w3110', 'Shigella_sonnei_ss046', 'Escherichia_coli_iai39', 'Escherichia_coli_apec_o1', 'Escherichia_coli_cft073', 'Escherichia_coli_o157_h7_str_edl933', 'Escherichia_coli_536', 'Escherichia_coli_s88', 'Escherichia_coli_uti89', 'Escherichia_coli_umn026', 'Escherichia_coli_o157_h7_str_sakai', 'Escherichia_coli_55989', 'Shigella_boydii_sb227']	75	0.05	90	1625	
/Users/Chanco/Desktop/AgroParisTech/3A/AMI2B/Genomique_comparee/full_pipeline/Analyses/nb_genomes_21_id%_75_ev_0.01_cover%_50/	21	['Escherichia_coli_umn026', 'Escherichia_coli_536', 'Escherichia_coli_str_k_12_substr_w3110', 'Escherichia_coli_uti89', 'Shigella_dysenteriae_sd197', 'Escherichia_coli_apec_o1', 'Shigella_boydii_sb227', 'Shigella_flexneri_2a_str_2457t', 'Escherichia_coli_cft073', 'Escherichia_coli_s88', 'Shigella_sonnei_ss046', 'Escherichia_coli_o157_h7_str_edl933', 'Escherichia_coli_str_k_12_substr_mg1655', 'Escherichia_coli_iai39', 'Shigella_flexneri_5_str_8401', 'Escherichia_coli_o157_h7_str_sakai', 'Shigella_flexneri_2a_str_301', 'Escherichia_coli_ed1a', 'Escherichia_coli_iai1', 'Escherichia_coli_55989', 'Escherichia_fergusonii_atcc_35469']	75	0.01	50	2308	
/Users/Chanco/Desktop/AgroParisTech/3A/AMI2B/Genomique_comparee/full_pipeline/Analyses/nb_genomes_21_id%_75_ev_0.01_cover%_60/	21	['Escherichia_coli_cft073', 'Escherichia_coli_536', 'Escherichia_coli_iai39', 'Escherichia_coli_uti89', 'Escherichia_coli_o157_h7_str_edl933', 'Escherichia_fergusonii_atcc_35469', 'Escherichia_coli_umn026', 'Shigella_flexneri_5_str_8401', 'Escherichia_coli_str_k_12_substr_mg1655', 'Shigella_boydii_sb227', 'Escherichia_coli_apec_o1', 'Escherichia_coli_iai1', 'Escherichia_coli_s88', 'Escherichia_coli_ed1a', 'Shigella_sonnei_ss046', 'Escherichia_coli_55989', 'Shigella_flexneri_2a_str_301', 'Escherichia_coli_o157_h7_str_sakai', 'Shigella_dysenteriae_sd197', 'Escherichia_coli_str_k_12_substr_w3110', 'Shigella_flexneri_2a_str_2457t']	75	0.01	60	2181	
/Users/Chanco/Desktop/AgroParisTech/3A/AMI2B/Genomique_comparee/full_pipeline/Analyses/nb_genomes_21_id%_75_ev_0.01_cover%_70/	21	['Escherichia_fergusonii_atcc_35469', 'Escherichia_coli_iai39', 'Escherichia_coli_str_k_12_substr_w3110', 'Escherichia_coli_apec_o1', 'Shigella_boydii_sb227', 'Escherichia_coli_ed1a', 'Escherichia_coli_uti89', 'Escherichia_coli_str_k_12_substr_mg1655', 'Shigella_flexneri_5_str_8401', 'Escherichia_coli_umn026', 'Escherichia_coli_iai1', 'Escherichia_coli_536', 'Escherichia_coli_o157_h7_str_sakai', 'Shigella_flexneri_2a_str_2457t', 'Shigella_dysenteriae_sd197', 'Escherichia_coli_s88', 'Escherichia_coli_o157_h7_str_edl933', 'Shigella_flexneri_2a_str_301', 'Escherichia_coli_55989', 'Escherichia_coli_cft073', 'Shigella_sonnei_ss046']	75	0.01	70	2015	
/Users/Chanco/Desktop/AgroParisTech/3A/AMI2B/Genomique_comparee/full_pipeline/Analyses/nb_genomes_21_id%_75_ev_0.01_cover%_80/	21	['Escherichia_coli_iai1', 'Shigella_flexneri_2a_str_301', 'Shigella_flexneri_5_str_8401', 'Shigella_sonnei_ss046', 'Escherichia_coli_umn026', 'Escherichia_coli_iai39', 'Escherichia_fergusonii_atcc_35469', 'Escherichia_coli_s88', 'Escherichia_coli_536', 'Escherichia_coli_ed1a', 'Escherichia_coli_apec_o1', 'Escherichia_coli_str_k_12_substr_mg1655', 'Escherichia_coli_55989', 'Escherichia_coli_o157_h7_str_sakai', 'Shigella_dysenteriae_sd197', 'Shigella_boydii_sb227', 'Shigella_flexneri_2a_str_2457t', 'Escherichia_coli_uti89', 'Escherichia_coli_o157_h7_str_edl933', 'Escherichia_coli_str_k_12_substr_w3110', 'Escherichia_coli_cft073']	75	0.01	80	1884	
/Users/Chanco/Desktop/AgroParisTech/3A/AMI2B/Genomique_comparee/full_pipeline/Analyses/nb_genomes_21_id%_75_ev_0.01_cover%_90/	21	['Escherichia_coli_iai1', 'Escherichia_coli_umn026', 'Escherichia_coli_str_k_12_substr_mg1655', 'Escherichia_fergusonii_atcc_35469', 'Escherichia_coli_o157_h7_str_sakai', 'Escherichia_coli_iai39', 'Escherichia_coli_apec_o1', 'Escherichia_coli_cft073', 'Shigella_sonnei_ss046', 'Escherichia_coli_uti89', 'Shigella_flexneri_5_str_8401', 'Escherichia_coli_s88', 'Escherichia_coli_55989', 'Shigella_flexneri_2a_str_301', 'Shigella_boydii_sb227', 'Escherichia_coli_o157_h7_str_edl933', 'Escherichia_coli_536', 'Shigella_dysenteriae_sd197', 'Escherichia_coli_str_k_12_substr_w3110', 'Escherichia_coli_ed1a', 'Shigella_flexneri_2a_str_2457t']	75	0.01	90	1642	
/Users/Chanco/Desktop/AgroParisTech/3A/AMI2B/Genomique_comparee/full_pipeline/Analyses/nb_genomes_21_id%_75_ev_0.005_cover%_50/	21	['Shigella_dysenteriae_sd197', 'Escherichia_coli_ed1a', 'Shigella_flexneri_2a_str_2457t', 'Escherichia_coli_apec_o1', 'Escherichia_coli_o157_h7_str_sakai', 'Shigella_flexneri_2a_str_301', 'Escherichia_coli_str_k_12_substr_w3110', 'Escherichia_coli_55989', 'Escherichia_coli_iai1', 'Escherichia_coli_str_k_12_substr_mg1655', 'Escherichia_coli_iai39', 'Escherichia_coli_536', 'Escherichia_coli_uti89', 'Escherichia_fergusonii_atcc_35469', 'Shigella_flexneri_5_str_8401', 'Escherichia_coli_o157_h7_str_edl933', 'Shigella_sonnei_ss046', 'Escherichia_coli_cft073', 'Escherichia_coli_s88', 'Shigella_boydii_sb227', 'Escherichia_coli_umn026']	75	0.005	50	2300	
/Users/Chanco/Desktop/AgroParisTech/3A/AMI2B/Genomique_comparee/full_pipeline/Analyses/nb_genomes_21_id%_75_ev_0.005_cover%_60/	21	['Shigella_sonnei_ss046', 'Shigella_boydii_sb227', 'Escherichia_coli_uti89', 'Escherichia_coli_55989', 'Escherichia_fergusonii_atcc_35469', 'Escherichia_coli_iai1', 'Escherichia_coli_o157_h7_str_edl933', 'Escherichia_coli_str_k_12_substr_mg1655', 'Escherichia_coli_iai39', 'Shigella_flexneri_2a_str_301', 'Escherichia_coli_o157_h7_str_sakai', 'Escherichia_coli_str_k_12_substr_w3110', 'Escherichia_coli_cft073', 'Shigella_dysenteriae_sd197', 'Escherichia_coli_ed1a', 'Shigella_flexneri_5_str_8401', 'Escherichia_coli_umn026', 'Escherichia_coli_536', 'Escherichia_coli_apec_o1', 'Shigella_flexneri_2a_str_2457t', 'Escherichia_coli_s88']	75	0.005	60	2176	
